,sentence,label
2539,that's the same day,assertive
2540,is it San Francisco,interrogative
2541,that would be American 4 7 9 on the 5th of September,assertive
2542,and you arrive in Milton Keynes for 20:05,assertive
2543,and what was the time you were wanting on the return,interrogative
2544,what time is the pickup,interrogative
2545,i'm just checking that out for you,imperative
2546,seat number 27,assertive
2547,and what is the,interrogative
2548,lets see what kind of fares they have,assertive
2549,reaching 1 o'clock,imperative
2550,if you have to cancel your ticket,assertive
2551,but checking out on the 10th,imperative
2552,there is one later at 6 6:17,assertive
2553,you're looking at something that's going to be uh after work on Friday,interrogative
2554,if he wants to go for like a three point connection,assertive
2555,do you want that now,interrogative
2556,because the Dulles non-stop,assertive
2557,are the rates better on the US Air,interrogative
2558,then there's a 16:31,assertive
2559,could i er   2 o' clock,interrogative
2560,i do show space avaliable,assertive
2561,he's at the  block of,assertive
2562,in  the morning,assertive
2563,Finish your JIRA tasks.,imperative
2564,so it would have to be American or Northwest,assertive
2565,you mean  they,interrogative
2566,this is C,assertive
2567,734 63 each direction,assertive
2568,it's just going to be a simple round trip,interrogative
2569,and the last one is Oklahoma City,imperative
2570,your surname please,interrogative
2571,he's what i guess you'd call a seldom flyer,assertive
2572,and the date you wanted to go to Los Angeles is,interrogative
2573,but it would be 153 dollars round trip,assertive
2574,does he want the Airport Connection that just picks up right at WWW,interrogative
2575,so these are open on both going and coming,interrogative
2576,arriving at 19:08,assertive
2577,i'm just going to go over the dates  and times,imperative
2578,i have to make three separate  reservations,assertive
2579,i i would need that code number to apply for that conference rate,assertive
2580,if if that's poss...,assertive
2581,it's si... 70 pounds 50,assertive
2582,going out on Saturday the 17th  of October,assertive
2583,"go back to the slums and ghettos of our northern cities, knowing that somehow this situation can and will be changed",imperative
2584,and i give you his him to give you the details then shall i,interrogative
2585,in the in the in the WWW office there,assertive
2586,on their seats maps are really,assertive
2587,but it won't be earlier than that,assertive
2588,that's Saturday,assertive
2589,but uh otherwise,assertive
2590,let me get you on a on a one-stop here,assertive
2591,this is his Montreal trip,assertive
2592,that's the one on Blossom Street,assertive
2593,but there's none available for the dates and times on the 29th or the 30th,assertive
2594,the 8:20 a m,assertive
2595,he thinks a smoking window would be great,assertive
2596,and that's for Monday the 5th now,interrogative
2597,in  the evening,interrogative
2598,that's US Air 2 9 0 8,assertive
2599,Please leave.,imperative
2600,cos the schedules to Los Angeles Japan Airlines doesn't service a service on Thursday,assertive
2601,and arrives San Francisco at 12:23 a m on the 26th,assertive
2602,you're coming back y... come back at any time,assertive
2603,we'll just go ahead and hold the um,imperative
2604,1 family railcard and 1 without,assertive
2605,524 one way,assertive
2606,but it's preferable a table,assertive
2607,we have an emergency traveller who is going t... uh Copenhagen from San Francisco to Los Angeles,assertive
2608,that's Piedmont what,interrogative
2609,and this is for his trip on uh September September to uh Frankfurt Germany,assertive
2610,i was quoted 19 pounds,assertive
2611,what's what's the total cost on that then,interrogative
2612,whether that's gonna,imperative
2613,Friday the 9th of October,assertive
2614,i've already made it with um EEE FFF,assertive
2615,is there any particular date that you're looking for,interrogative
2616,seat number 34,assertive
2617,you would be eligible for the 2 58 fare,assertive
2618,is that two adults,interrogative
2619,out of Denver at 14:10,assertive
2620,it leaves 4:50 p m and arrives San Francisco at 7:08 p m,assertive
2621,this service that you're actually booked on is going to be diverted between Birmingham and Wolverhampton,assertive
2622,does it have to be 11:41 train that you get travelling out,interrogative
2623,let me see what the last day for ticketing is,interrogative
2624,and we have to do one more,assertive
2625,so that's why i wanna know what time the one from Liverpool is,imperative
2626,as to other carriers aside from that,assertive
2627,that's where the ticket will be posted out to,assertive
2628,you would arrive o... on a Sunday their time,assertive
2629,the Saturday which is the 3rd i think,assertive
2630,the rest of the adults pay 30 pounds 70,assertive
2631,pretty good,assertive
2632,let's just go the direct return leaving around 5 p m,assertive
2633,Monday's fine,assertive
2634,Show me movie times,imperative
2635,arriving at 9:05 in Euston,assertive
2636,and that's what it's giving me as available connections,assertive
2637,again asking for Hong Kong to uh   Moscow,assertive
2638,it's the 8th,assertive
2639,thank you now,assertive
2640,thank you very much then,assertive
2641,this ticket,assertive
2642,we've got you then on United flight 1 1 5  7 on the 10th of August,assertive
2643,i'm trying to think,imperative
2644,Leave the class.,imperative
2645,it's a 50 percent refund less 5 pounds,assertive
2646,and that's it huh,interrogative
2647,i... it's just a Single ticket,assertive
2648,it's San Francisco,assertive
2649,Stand up when you are on the ground.,imperative
2650,it doesn't it really doesn't matter whether i go into Macclesfield or Wilmslow,assertive
2651,Stop that.,imperative
2652,but that ticket,assertive
2653,i don't know if there are any red eyes from there,assertive
2654,the,assertive
2655,i could get you on a 4:38 United out of Vancouver,assertive
2656,they told me you can try,assertive
2657,this is B over in Dr C's office,assertive
2658,do you want me to book that ticket for you,interrogative
2659,can i can i change the the start to  came from Stockport to  Euston  and then from Euston to Stockport please,interrogative
2660,and that's on the 31st of October,assertive
2661,and and and i will call back to confirm,assertive
2662,it's the 10th of October,assertive
2663,i show a a Piedmont flight f... at 9:25 a m,assertive
2664,Complete mowing the lawn.,imperative
2665,let me get this right,assertive
2666,and there's also what we call er business class tickets called Virgin business,assertive
2667,Dont take things too seriously,imperative
2668,you'd leave here Thursday,assertive
2669,i'm just checking throughout the day when that is available,imperative
2670,Don't go out on the ice.,imperative
2671,and that's confirmed right,interrogative
2672,and arrives at 4:45 and departs again at 5:41,assertive
2673,this is for Mr C,interrogative
2674,does Stephen actually smoke,interrogative
2675,coming back you mean,interrogative
2676,departing at 17:20  from Newcastle,interrogative
2677,"Silence, please.",imperative
2678,gets into Chicago at 3:58 so,assertive
2679,call me after 10am,imperative
2680,it's a business trip,assertive
2681,and  the contact telephone number,interrogative
2682,and then does he know there is a non-stop that goes from Dulles to San Francisco instead of connection through St Louis,interrogative
2683,do you take accept American Express,interrogative
2684,and that's fully booked for tomorrow now,assertive
2685,Get out of my way,imperative
2686,there's a 5 fif... 33 from Wigan,assertive
2687,i can come home on the 19:09,assertive
2688,that's the one,assertive
2689,changing planes in Pittsburg,assertive
2690,and then i can just ca...,assertive
2691,if you  can... if you have to cancel,interrogative
2692,sat nearer nearer to the an exit door i suppose would be the best one,assertive
2693,and they'll have to call you directly with the travel advance numbers and so forth,assertive
2694,hang on just a sec,assertive
2695,a 100 and 33 pounds,assertive
2696,but it would probably be something like the uh 19th of September,assertive
2697,that's United 1 9 5 on the 19th,assertive
2698,that way you'll have them before the weekend,assertive
2699,the cheapest fare is 14 pounds for the Virgin Value fare each,assertive
2700,if not,assertive
2701,i'm just going to check to see what's your cheapest fare available,imperative
2702,if you wanted to wait,assertive
2703,Eat the lunch full.,imperative
2704,they're available in the travel office if he does want to fill one out,assertive
2705,July 28th,assertive
2706,but there is those restrictions on the week day that i've explained to you,assertive
2707,i can't travel down after 6 in the morning,interrogative
2708,that's ok,assertive
2709,connecting through Pittsburg,assertive
2710,we really can't tell you what it's going to go up to,assertive
2711,so what's the cheapest fare i could do it,interrogative
2712,what you're going to have to do  is get the train from Euston to Wilmslow,assertive
2713,are they,interrogative
2714,Manchester Picadilly to Birmingham 9 am,assertive
2715,Wolverhampton,assertive
2716,5 pounds charge,assertive
2717,dont take things too seriously,imperative
2718,there's a train at 15:05 from Crewe,assertive
2719,to Wrexham from,interrogative
2720,i don't show that Continental flies there from San Jose,assertive
2721,and  the Saver Single is 45 pounds 50,assertive
2722,but either United or American level,assertive
2723,preferably around 7 o'clock,assertive
2724,and that's smoking,assertive
2725,the trains run at quarter past and quarter to the hour,assertive
2726,Run for cover!,imperative
2727,and he needs to leave early in the morning,assertive
2728,so that's a two-hour hold there   waiting for that flight,interrogative
2729,just to let you know what the coach fare is there,assertive
2730,and i requested that,assertive
2731,and he needs to be there in time for an evening meeting if he can be,assertive
2732,that's too late erm  so that literally the only morning train available is 6:35,assertive
2733,so when you request them,assertive
2734,from Hong Kong to Moscow,assertive
2735,returning on the same day on United flight 1 0 4 4,assertive
2736,on 16th of October as well,assertive
2737,we have flights starting at 6:15 a m,assertive
2738,what what type of fare do you want to go or  know about,interrogative
2739,Reboot the router,imperative
2740,just going to phone my sister,assertive
2741,sometime this week,assertive
2742,we don't have a profile for him,assertive
2743,and you arrive at 13:03 in Macclesfield,assertive
2744,there's um a like,assertive
2745,i was a bit concerned that erm  i... if i miss that connection there's another one fairly soon after isn't there,interrogative
2746,but i mean that's no big deal,assertive
2747,do you want to start on the Friday again,interrogative
2748,Oakland would be good too on that,assertive
2749,and that's 65 pounds 30,assertive
2750,can i  erm  do a... actually nominate the return,interrogative
2751,a little over an hour,assertive
2752,what time does he want to leave,interrogative
2753,the Super Advance Return,assertive
2754,wh... what happens to the cost if i change and leave from Oakland,interrogative
2755,you can leave the return journey open so you can return back within in a calendar month,assertive
2756,we do have a Delta flight that lands at 5:20,assertive
2757,the 10:35,interrogative
2758,it's flight 9 2 7 on the 26th of July Dallas to Denver,assertive
2759,Order a new phone.,imperative
2760,you must travel out on the time specified,assertive
2761,it's the 7:45 in the morning,assertive
2762,they don't offer,assertive
2763,Tell me whats in your wallet,imperative
2764,is that easier,interrogative
2765,it gets into Seattle at 12:15,assertive
2766,Drink is cool with honey.,imperative
2767,why can't he get that 11 24 whatever round trip,interrogative
2768,that's at the right time what,interrogative
2769,"Please, go on reading.",imperative
2770,is it 15:39,interrogative
2771,this is two weeks in advance,assertive
2772,and then he'd connect to a British Air flight out of London Heathrow airport,assertive
2773,can i put it on my Diner's then please,interrogative
2774,which is flight 3 6 2,assertive
2775,that'd be beneficial,assertive
2776,the next one earlier leaves at 6:50,assertive
2777,i think it's the 8th,assertive
2778,and i'll be right with you here,imperative
2779,that was... that was a good time at 5:20,assertive
2780,the question is how can i get can i get to Ne... Newark to Richmond either Thursday afternoon or Friday morning early,assertive
2781,it is,assertive
2782,or one stop maybe in either Portland or Seattle and continuing on down,interrogative
2783,so i'm just making sure it's going to be valid on the kind of ticket  we're going to sell you,imperative
2784,that may not be appropriate,assertive
2785,is is San Jose closer to them er,interrogative
2786,change your clothes after playing outside,imperative
2787,i need some round trip air fares,assertive
2788,i'm just wondering how far he really is from c... from our site,imperative
2789,Chop the carrots.,imperative
2790,it's tomorrow from Stock...    Stockport at 20:13 in the evening,assertive
2791,the um,assertive
2792,the number 8,assertive
2793,i'll just check the time,imperative
2794,Finish your task.,imperative
2795,the 7:55    arrives at 10:30,assertive
2796,stop eating too much,imperative
2797,i'll do it that way,imperative
2798,going up to Vancouver,assertive
2799,when does that leave,interrogative
2800,it's er Barclay card,assertive
2801,and then i'll get Euston to Wilmslow cos i'll drive park my car there,imperative
2802,and what time did she tell you it left it was,interrogative
2803,change that one,assertive
2804,this is the reference number the ticket has been booked under,assertive
2805,Turn on the kitchen light.,imperative
2806,and the only service,assertive
2807,what are the rates,interrogative
2808,it's not,assertive
2809,Return the slaves,imperative
2810,it looks like probably the best connections are to go out to Ontario and to come back by way of Orange County,assertive
2811,and um that was the Holiday Inn in Palo Alto,interrogative
2812,and let me just make sure that i can get him his um non-smoke aisle seat on that one,assertive
2813,got that listing and,assertive
2814,then 17:20,assertive
2815,and the next line of the address,interrogative
2816,the surname of the credit card holder,interrogative
2817,and morning or afternoon,interrogative
2818,there is not any Virgin Value fares the entire day,assertive
2819,i just wanna book a one way ticket,assertive
2820,it's kind of tough to decide what would work,assertive
2821,what do you want to do,interrogative
2822,that a young person's railcard,interrogative
2823,you can cancel cancel that any time,assertive
2824,you got a lot of projects going,assertive
2825,i'm going to set these up to be issued on Monday,imperative
2826,Euston to erm  er Macclesfield,assertive
2827,i'll send these others back now then,imperative
2828,the credit card holder must be at the train station to collect and sign for the tickets,assertive
2829,is there,interrogative
2830,it's from Edinburgh to Milton Keynes,assertive
2831,Wash your shirts.,imperative
2832,Wigan North Western to London Euston please,assertive
2833,i'm going to have to arrange for you to collect your tickets tomorrow at the train station,assertive
2834,it's Airport Connection,assertive
2835,the Northern the Northern Line train,assertive
2836,because non-stop,assertive
2837,this is just all one way travel,interrogative
2838,and that's your Virgin Value Single,assertive
2839,the following morning,assertive
2840,and he would like to arrive in Newark around 6 o'clock at night,assertive
2841,pour me a glass of bourbon.,imperative
2842,the 4th,assertive
2843,May 29th from Copenhagen to uh Sandestrom,assertive
2844,so there's availability on the 10:11 and 12 o'clock train,assertive
2845,the fare we were holding at was 258,assertive
2846,it's just been giving me the quickest change time  the system works out,assertive
2847,and the first name,interrogative
2848,what if the coach Ma... is is not running properly or something,interrogative
2849,Extract the information you can.,imperative
2850,looking at the timetable,assertive
2851,it's about an hour and 3 quarters,assertive
2852,and arriving 1:55 p m,assertive
2853,probably 20 till,assertive
2854,just check that ev... that's alright,assertive
2855,from Stockport to London Euston,interrogative
2856,and when is it you're returning,interrogative
2857,i think it's the 10th anyway,assertive
2858,and the... then we have to cancel that first fare,assertive
2859,Don't you talk to me like that.,imperative
2860,arriving at 13 hundred in London Euston,assertive
2861,the flight number for December is 5 5 8,assertive
2862,but the connection to Ottawa doesn't leave until 5:15,assertive
2863,and let me give you all the flight information too,assertive
2864,there's no penalty uh if it's cancelled,assertive
2865,let me request seating on that one,assertive
2866,no restrictions on it,assertive
2867,one will  be in the middle ok,imperative
2868,i don't need the tickets today,assertive
2869,i think so,assertive
2870,got that,interrogative
2871,American Express Travel,assertive
2872,and arrives at Toronto,imperative
2873,if you cancel by 2 o'clock today,assertive
2874,you're welcome,assertive
2875,whatever's available really,assertive
2876,of October,interrogative
2877,that's what i'm looking at,assertive
2878,which means that the ticket would be open for a calendar month,assertive
2879,on United flight 94,assertive
2880,cos the buses are from each train station,assertive
2881,it would be a 25 percent penalty for changes or refunds,assertive
2882,Leave me here alone to collect my things.,imperative
2883,i want to book the um i want to book the 3 what is it 3 p m or so United flight out of Chicago,imperative
2884,and it arrives in Taunton at 14:28,assertive
2885,it's 4 adults and 4 children with the family railcard discount,assertive
2886,he has asked if it wouldn't be any problem if he can have a Newark to Los Angeles open return,assertive
2887,they had a month ago,assertive
2888,wh... wh... when she comes back,assertive
2889,then you can do so,assertive
2890,so the only possiblity real remote one is 7:50 US Air flight huh,interrogative
2891,let me pull up the profile for you,assertive
2892,sort of facing you know the  the direction of travel,assertive
2893,i've already booked out one,assertive
2894,the last direct service i have from Euston to Wigan is the 18:25 arriving at 21:06,assertive
2895,Do what you need to do to survive.,imperative
2896,this is your reference number to quote at the train station on Saturday,assertive
2897,is it a Miss Mrs,interrogative
2898,you can change at Preston before that,assertive
2899,American has an 11:41 flight from San Francisco that arrives Chicago 5:54  and,assertive
2900,let me see the table on Tuesday,assertive
2901,what's that number then,interrogative
2902,when would you be returning,interrogative
2903,or there was a 7:45,assertive
2904,and from San Jose to LA at what time,interrogative
2905,thank  you,assertive
2906,"Go straight ahead, then turn left.",imperative
2907,you said the 19th,interrogative
2908,departing at what time from London Euston,interrogative
2909,he's returning on the 16 of June on US Air flight 2 6 6 5,assertive
2910,sort of late afternoon,assertive
2911,they must of changed all their flight numbers,assertive
2912,Write a blog post on Google Search.,imperative
2913,Stop and Go,imperative
2914,it connects to CP Air flight 7 2 2,assertive
2915,he's in Palo Alto,assertive
2916,which is an awfully long wait,assertive
2917,Saturday the 24th of October,assertive
2918,if we just go ahead and reticket the whole thing,assertive
2919,i think i'm going to call back later and just take a chance,imperative
2920,we've got him on Piedmont flight f... 11:54,assertive
2921,and that is available what with the return date that would be on that,assertive
2922,for  Road,assertive
2923,"Please, tidy up your room.",imperative
2924,Dont steal the cookies from the cookie jar,imperative
2925,he's on United flight 4 3 6 leaving Phoenix at 6:35 p m,assertive
2926,could you give me your contact telephone number please,interrogative
2927,what do you need first,interrogative
2928,arriving Newark at 6:35 in the morning on Sunday,assertive
2929,on what day,interrogative
2930,and as i say request,assertive
2931,Call your parents on sunday.,imperative
2932,and i know one could presumably maybe go Richmond to Raleigh Durham,assertive
2933,you just need to be at the train station for about half an hour before departure time of the train  to collect the ticket,assertive
2934,but that's too l...,assertive
2935,it's 1:05 in the morning,assertive
2936,probably afternoon,assertive
2937,it's 33  Street,assertive
2938,then i can go into another area and do the other person,assertive
2939,we'll try that one first of all to see if that's going to suit your times,imperative
2940,you must cancel by 2 o'clock the day before travel,assertive
2941,and they have another flight at 8:25 a m that connects through Atlanta which would get in at 6:10,assertive
2942,what i'm saying is you don't need to take the card,imperative
2943,on the 15:05,assertive
2944,it costs more than i thought,assertive
2945,1 18 will be what's declined,assertive
2946,i'm looking at a Switch card,assertive
2947,if you just put it on the  19 hundred  from erm  probably from Euston actually,assertive
2948,it's a new one i think,assertive
2949,i just wondered if you if they went direct erm,interrogative
2950,just wants me to get all the options down for him,assertive
2951,he can do so,assertive
2952,and you made the reservation for me for for the last week,assertive
2953,let's just consider that 4:30 Alaska,assertive
2954,how much is,interrogative
2955,wh... what day would i leave,interrogative
2956,leaving  er Birmingham International at 17:25,assertive
2957,i can't leave until after 10:30 or 11 o'clock at night,assertive
2958,i don't think they offer a Business uh Class around the world,assertive
2959,he's already purchased his ticket,assertive
2960,because there was a 25 percent penalty on that,assertive
2961,"Switch on the fan, please.",imperative
2962,that is completely non-refundable,assertive
2963,return June 7th,assertive
2964,Su... Sunday the 18th,assertive
2965,and informational purposes,assertive
2966,i want to make sure you get the pr... the right B,imperative
2967,Come to my house when you can.,imperative
2968,but what i do need is,assertive
2969,but it doesn't arrive into Ottawa until 6:10,assertive
2970,you must do so by 6 o'clock the day before your outward journey,assertive
2971,and then you go into San Francisco,assertive
2972,and you need to quote this reference number,assertive
2973,what was the name of the business,interrogative
2974,or it might be one after,assertive
2975,there's a   4:50 p m,assertive
2976,and i do need to advise you,assertive
2977,can you hold please,interrogative
2978,what time,interrogative
2979,arriving at 23:35,assertive
2980,what time on the Saturday do you want to depart,interrogative
2981,Remember to wash under your armpits.,imperative
2982,and so you get enough time to collect your tickets and board your train,assertive
2983,leaving Chicago 7:40 a m and arriving Greenbay 8:51,assertive
2984,is there anything available more expensively,interrogative
2985,on Wednesday then correct,interrogative
2986,Find documents from May 2017,imperative
2987,just give him a full fare coach and don't worry about it,assertive
2988,he's departing on June 14th,assertive
2989,it's on the envelope uh uh enclosed when the tickets arrive,assertive
2990,i think we're all set right,imperative
2991,that's wonderf...,assertive
2992,coming back they have a 6 p m,assertive
2993,and erm  it gets in at erm  to Birmingham at 10:15,assertive
2994,i don't know if they offer,assertive
2995,the only thing i've got is his number,assertive
2996,that's  what i was wondering,assertive
2997,it is 8 fo... 8 1 6 1,assertive
2998,as in,assertive
2999,Drive slowly,imperative
3000,and that's on the 15:20 train tomorrow from Preston,assertive
3001,but if you re... miss the train on the return journey,assertive
3002,he would like a non-smoking window,assertive
3003,say around 6 o'clock,assertive
3004,is it a Mr or Mrs,interrogative
3005,in the middle of the night would be acceptable to me anytime,assertive
3006,we'd have to build our own connection,assertive
3007,and it's 4 4 2 1,assertive
3008,you want a ticket from Wigan now,interrogative
3009,and leaves Toronto at 10:30,interrogative
3010,then i i i won't be able to make a Monday morning,assertive
3011,where are you going,interrogative
3012,the 9:52 train on Saturday morning,assertive
3013,and i he mentioned a couple,assertive
3014,where were you thinking of from,interrogative
3015,we can put him on US Air 2 9 5 4,assertive
3016,Drink a beer with me!,imperative
3017,that would be a penalty,interrogative
3018,is there anything from Los Angeles,interrogative
3019,there's a CP Air f... uh connection through Vancouver,assertive
3020,is that right,interrogative
3021,if it can't be San J...,assertive
3022,i'll get back to you as soon as i can,imperative
3023,can you just give me a price if there's er 2 of us travelling,interrogative
3024,then it's 469,assertive
3025,Pick the nicest thing you can think of.,imperative
3026,they're all the same,assertive
3027,Never speak to me like that again,imperative
3028,the trouble is i've just had a ticket,assertive
3029,then i'm,assertive
3030,can you help me with that,interrogative
3031,i think that,assertive
3032,so that's going to save you 21 pounds 50 there,assertive
3033,let me just  start a new reservation for him,assertive
3034,Enrich the poor,imperative
3035,as i said they don't offer night service from the west coast to Tokyo,assertive
3036,a journey from Liverpool to Newcastle,assertive
3037,and i think there's a train to that,assertive
3038,Do your chores.,imperative
3039,that's the earliest  they have,assertive
3040,just the information about what we have,interrogative
3041,that's leaving on the 13th at 2:10  p m on America West,assertive
3042,what happens,interrogative
3043,on the 8th,assertive
3044,then you depart Birmingham New Street at 16:06 to arrive in Leicester at 17:01,assertive
3045,and getting into San Jose a... at 11:14 p m,assertive
3046,if i if i changed en route er while i was there,assertive
3047,and when will we get that,interrogative
3048,it becomes red eye flights,assertive
3049,i'll try and book that for you,imperative
3050,and what date is it you're travelling out,interrogative
3051,it's going to cost you 52 pounds each,assertive
3052,46  pounds 50,assertive
3053,that would be a total of 916 round trip for the lowest fare,assertive
3054,do they require assistance at all,interrogative
3055,what time would you like to depart from Birmingham New Street,interrogative
3056,my wife was told it was 30 50,assertive
3057,sort of like Manchester or anything like that,interrogative
3058,can we just go over it one more time,interrogative
3059,November this year,assertive
3060,and   for,assertive
3061,you can't do that with an advance purchase ticket,assertive
3062,Don't eat all the cookies,imperative
3063,that's uh a DC 10 from Newark to Dallas and then a DC 9 from Dallas to to San Jose,interrogative
3064,it's 7 8 3 3,assertive
3065,in North Burigan,assertive
3066,possibly facing forward,assertive
3067,Please don't take the train tonight.,imperative
3068,just flight information then,interrogative
3069,it's it's either i leave on Wednesday,assertive
3070,if you're actually buying a return ticket,assertive
3071,and the ticket will be waiting there at the train station,assertive
3072,but maybe to be on the safe side,assertive
3073,is it is this the booking offices,interrogative
3074,that is correct,assertive
3075,we can run them today now,assertive
3076,i think  i think it usually is because normally i've travelled,assertive
3077,you must do so by 2 o'clock the day before as well,assertive
3078,the only thing that's going to apply is full coach,assertive
3079,that just with the one change,interrogative
3080,Tell me about the weather.,imperative
3081,it's the address is the next bit,assertive
3082,Remember what it's worth to you.,imperative
3083,maybe he can't leave that early,assertive
3084,Fill in the blanks.,imperative
3085,keep me where i am then,assertive
3086,this would uh increase it by 40 dollars,assertive
3087,can you change the outward journey,interrogative
3088,that was my mistake there,assertive
3089,in  the evening,assertive
3090,Read the text aloud.,imperative
3091,and same class of service,interrogative
3092,and i'm just confirming that for you right now,imperative
3093,and how much is that one,interrogative
3094,and p... penalty,assertive
3095,come to the ball with me,imperative
3096,do i need to specify train times  or is that,interrogative
3097,if it is possible,assertive
3098,he wants to take a Piedmont flight that leaves Phoenix aimed for Baltimore at 10:30 in the morning,assertive
3099,it's going from  Derby  to St Pancreas,interrogative
3100,i believe there's one at 5:16,assertive
3101,i don't know if i want to want to to do a red eye,imperative
3102,again this is provided that the flights are available,assertive
3103,about Delta airline's flights,assertive
3104,i need to uh,assertive
3105,flight 1 2 5 0,assertive
3106,can it be San Francisco Long Beach,interrogative
3107,but he is not one of the regulars,assertive
3108,there's nothing else,interrogative
3109,that's good,assertive
3110,isn't it,interrogative
3111,back to San Francisco,interrogative
3112,may i speak to MMM please,interrogative
3113,Stop beating the cat!,imperative
3114,i'm actually coming back by car,assertive
3115,that's thir... 13:03,interrogative
3116,it's 10:35 in the morning  for returning,assertive
3117,on Monday the 10th,assertive
3118,15 what,interrogative
3119,and no hotel right,interrogative
3120,3rd of October,assertive
3121,leaving at what time,interrogative
3122,Eat the eggs.,imperative
3123,you depart Birmingham New Street 11 a m  to arrive in Newton Abbot at 14:02,assertive
3124,and we're all set to go with that,imperative
3125,arriving in London,assertive
3126,this Friday,assertive
3127,there's uh,assertive
3128,complete these by tomorrow.,imperative
3129,it leaves Orlando at 4:30,assertive
3130,and i need a flight uh let's see i guess mid to late morning back uh,assertive
3131,the tickets would be ready for pickup  probably,assertive
3132,and what type of credit card was that you said you hold,interrogative
3133,do you want to go ahead with the 6 p m departure then,interrogative
3134,a shared ride limousine for 29 dollars,assertive
3135,and is there any seat prefrence,interrogative
3136,that leaves at 4:50,assertive
3137,and goes on to Bangkok,assertive
3138,if you have to  estimate a price,assertive
3139,the 26th,imperative
3140,on the return,assertive
3141,on the 10:50 train,assertive
3142,and it's on US Air flight 2 7 8 2,assertive
3143,Compose your atoms with Protons and neutrons.,imperative
3144,there's a 10:31 arriving at 13:30,assertive
3145,reserve your seat,assertive
3146,and when is you like to return,interrogative
3147,Iron the shirt.,imperative
3148,i'm too old now,assertive
3149,because the system could a... actually cut me off trying to book,assertive
3150,can you do for 2 weeks,interrogative
3151,you're travelling from Birmingham New Street at 13:15,assertive
3152,you use it or lose it,assertive
3153,and the postcode actually on this is   23 6,assertive
3154,it is telling us that it has to be ticketed within 24 hours of making the reservation,assertive
3155,and then back from Wilmslow to Euston,assertive
3156,WWW policy allows you to fly business on anything over 6 hours,assertive
3157,so there are options,interrogative
3158,the only fare that allows you that is the 5 24,assertive
3159,there's also a Braniff flight at 4:15 departing,assertive
3160,and i think it's the same train,assertive
3161,you collect them from the booking office in London Euston,assertive
3162,H F does not drive and needs uh some kind of arrangement from his home to the airport,assertive
3163,this is like the 11th,assertive
3164,there's only smoking best available that i can reserve you in  on the 20:07 tomorrow,assertive
3165,thanks for that information,assertive
3166,and you'll be able to get the 10:50 going out on the  Saturday the 17th,assertive
3167,you send those tickets back  to our customer services department,assertive
3168,Bury the bodies out back.,imperative
3169,there's a 7:55 Piedmont that goes through Baltimore as a connecting city and gets into Richmond at 10:29,assertive
3170,she has to collect hers from Euston  no,interrogative
3171,the 10:50 train,assertive
3172,14 pounds,assertive
3173,what time do you like to depart on  Tuesday,interrogative
3174,i might come back in a week's time you know,assertive
3175,into Pittsburg at 9:05 a m,assertive
3176,that going out,assertive
3177,it's in the same time zone as Juno's in,interrogative
3178,maybe SFO's fine,assertive
3179,otherwise i think we should get the limo,assertive
3180,open the back door,imperative
3181,that's United flight 12 on the 19th of June,interrogative
3182,you'd be on United flight 5 2 0 8,assertive
3183,please join me at the after party,imperative
3184,and is it just for 1,interrogative
3185,Wash your hands before eating.,imperative
3186,that would be Tuesday,assertive
3187,there are no non-stop flights,assertive
3188,what what about,interrogative
3189,looking at specific flight times,assertive
3190,arriving in Preston at 20:33,assertive
3191,arriving in Birmingham International 11:07,assertive
3192,by the window please,assertive
3193,for the 1st of August,assertive
3194,one's at 9:50,assertive
3195,and the other option will be leaving a little earlier,assertive
3196,Buy the bags of seed,imperative
3197,Springfield  Illinois,assertive
3198,you would have to go into San Francisco though in order to take that,assertive
3199,and it's for 2,interrogative
3200,i need to make some reservations for two people,assertive
3201,it won't,assertive
3202,a single ticket from Birmingham International  to London Euston on Sunday,assertive
3203,again full coach would be 531 dollars each direction,assertive
3204,i probably need to think about that,assertive
3205,30 pounds 70's going to be de... deducted from that card,assertive
3206,departing Tahoe at 3:30 p m and arriving John Wayne at 6:03 p m,assertive
3207,from Durham to Leeds please,assertive
3208,book that for  me,assertive
3209,if ther... if it's going to be a higher rate,assertive
3210,stop yelling,imperative
3211,the lowest available would be 600 and 60 dollars round trip,assertive
3212,and that's 5:30 in the afternoon,interrogative
3213,just a moment while it uh it looks up,assertive
3214,it could be ok,assertive
3215,fully changeable,assertive
3216,and i leave out of the Irvine which i guess is John Wayne Airport on the Tuesday,assertive
3217,they have one flight,assertive
3218,returning on the 1st of June,assertive
3219,they come through the post,interrogative
3220,and it's  pound per child,assertive
3221,i want to travel on Tuesday the 6th,imperative
3222,here's the problem,assertive
3223,do you know what his seating preference would be for that,interrogative
3224,Continental 1 3 3 on the 1st of August Tuesday,assertive
3225,i want to know if there's any cheap tickets still available from Euston to Manchester   er,imperative
3226,in the  in the morning,assertive
3227,this is C with American Express,assertive
3228,they don't want to talk to me,assertive
3229,you can come back within the calendar month as well,assertive
3230,in terms of something,assertive
3231,i wish to travel to London tomorrow morning,imperative
3232,and if it's confirmed,interrogative
3233,and then fly from JFK to Tokyo,assertive
3234,Open the window.,imperative
3235,arriving at 13:30,assertive
3236,due to emergency engineering works on Sunday,assertive
3237,but it's backward travel at a table,assertive
3238,in the,assertive
3239,Please end the call.,imperative
