,sentence,label
4280,and i'm just confirming that for you right now,imperative
4281,and waiting on car confirmation,assertive
4282,that's all confirmed,assertive
4283,and we're all set to go with that,imperative
4284,when do you want uh to have your ticket issued,interrogative
4286,sometime this week,assertive
4287,sometime next week,assertive
4288,next week,interrogative
4289,will be fine,assertive
4290,how about um if we do it Thursday of next week or we...,interrogative
4291,that way you'll have them before the weekend,assertive
4292,since i'm leaving on Sunday,assertive
4293,then you're all set and non-penalty fare,assertive
4294,i'd prefer that,assertive
4295,and let me give you all the flight information too,assertive
4296,it looks like we're not having any luck with um ou... the Delta flight on the 16 the July from San Francisco to Atlanta,imperative
4297,the only thing i could confirm would be a middle seat,assertive
4298,i could get you,assertive
4299,the only thing i could get would be like an aisle in smoking,assertive
4300,nothing in non-smoking except for middles,assertive
4301,i really prefer to go the middle seat non-smoking,assertive
4302,then let me go with 2 0 2 0 one E,assertive
4303,at least that is a bulkhead seat,assertive
4304,give you a little bit more leg room there,assertive
4305,and let me give you the flight information,assertive
4306,leaving on the 16th Delta,assertive
4307,fligth 1 1 6,assertive
4308,1 1 6,assertive
4309,departing out of San Francisco at 12 noon,assertive
4310,arrival in Atlanta is at 7:35 p_m,assertive
4311,and connecting there to Delta flight 6 1 8,assertive
4312,leaving from Atlanta at 8:32 p_m,assertive
4313,and arrival in Raleigh at 9:50,assertive
4314,and then returning on the 21 of July,assertive
4315,on Friday Piedmont flight 1 0 0 5,assertive
4316,and that's going to depart at 5:55 and arrive Charlotte 6:38,assertive
4317,where you would connect to Piedmont flight 1 2 6 7,assertive
4318,and that's departing at 7:35 from Charlotte,assertive
4319,arrival back in San Francisco at 9:54,assertive
4320,and the flight from Atlanta to Raleigh on Delta 8 1 6,assertive
4321,i was able to get you a window seat in non smoking,assertive
4322,and Piedmont,assertive
4323,we can't look at their seat maps,assertive
4324,i can't tell you exactly what seat numbers we are confirming,assertive
4325,but i will request non smoking windows,assertive
4331,i'd like to make a couple of arrangements,imperative
4332,is it for domestic or international,interrogative
4333,domestic,assertive
4334,BBB,assertive
4335,who's the traveller then,interrogative
4336,the first one,interrogative
4337,the traveller will be CCC DDD,assertive
4338,i think that,assertive
4339,i don't know if this is the same trip we're thinking of,assertive
4340,on the 14th of July,interrogative
4341,it sure is,assertive
4342,i've already made it with um EEE FFF,assertive
4343,he  called up,assertive
4344,so all i needed was the travel advance for him,assertive
4345,the travel advance is,assertive
4346,and do you want me to read off the flights,interrogative
4347,would you please,interrogative
4349,we've gone through,assertive
4350,on the 14th of July,assertive
4351,it's American flight 1 4 0  4,assertive
4352,leaving San Jose at 7 a m,assertive
4353,arrival into LAX at 8:11,assertive
4354,and then returning that same day on American flight 3 7 0 2,assertive
4355,and that's departing at 6 p m from LA,assertive
4356,arrival San Jose at 7:15,assertive
4357,and they were confirmed at a fare of 1 98,assertive
4358,there were no penalties attached to that fare,assertive
4359,and the only thing that uh was a stumbling block in the reservations was the return seat on American flight 3 7 2,assertive
4360,we could only get middle seating for all 3 passengers,assertive
4362,and i advised Mr FFF of that,assertive
4363,and he said they would um look into it when they check in in San Jose,assertive
4364,change that one,assertive
4365,that's a good idea  to do that,assertive
4366,this will be exactly the duplicate for Mr HHH,assertive
4367,except that his um advance number is,assertive
4376,how you doing,interrogative
4378,i have two reservations to make,assertive
4379,this is for Mr C,interrogative
4380,one of them is,assertive
4381,cos i like him,assertive
4383,i'm glad,assertive
4384,and what date does he want to travel,interrogative
4385,the 2nd of August,assertive
4386,out of San Francisco,interrogative
4387,he's going to Washington,interrogative
4392,i should have bet you,assertive
4393,we'll be going to Denver Colorado this time,imperative
4394,and does he want to fly Continental or United,interrogative
4395,United,assertive
4396,and when about,interrogative
4397,what time does he want to leave,interrogative
4398,after work on that day,assertive
4399,we're talking 18:30 or 19,assertive
4400,we can get him that 6... 18:40 rather,assertive
4401,18:40,assertive
4402,and continuing or returning when,interrogative
4403,he'll come back on the 3rd,assertive
4404,and again late afternoon,interrogative
4405,this time around 1400 or 1500,assertive
4406,i can get her get him on a 14:10 flight,assertive
4407,on United,assertive
4409,it's Continental at 15 hundred,assertive
4410,United's fine,assertive
4411,we've got him on United flight 3 4 6 on the 2nd of August,assertive
4412,leaving San Francisco at,assertive
4413,what is that,interrogative
4414,14:40,imperative
4415,getting into Denver at,assertive
4416,22:02,assertive
4417,can you hold on one sec,interrogative
4419,they hung up,assertive
4420,they don't want to talk to me,assertive
4421,leaving at 6,assertive
4422,18:40 right  not  leaving at,interrogative
4423,it goes that way,assertive
4425,arriving when,interrogative
4426,at 22:02,assertive
4428,and returning on the 3rd of August,assertive
4429,United flight 7 7 3,assertive
4430,out of Denver at 14:10,assertive
4431,and into San Francisco at 15:41,assertive
4432,and let's check the seats,assertive
4433,the other person,assertive
4434,is it going to be the same itinerary,interrogative
4435,what's the next name,interrogative
4436,i will call you back with the charge number,assertive
4442,this is C D,assertive
4443,i'd like to make some reservations please,imperative
4444,what's the last name of the  passenger,interrogative
4445,Speech Lab,assertive
4446,do they care how we how we talk,interrogative
4448,what what's the last name of the passenger,interrogative
4449,i've two passengers,assertive
4450,F  and G,assertive
4451,what's the first name on F H F  and J G,interrogative
4452,i don't have a profile for F,assertive
4453,i have that information here,assertive
4454,he's what i guess you'd call a seldom flyer,assertive
4455,that's,imperative
4456,first name H,assertive
4457,his id number is,interrogative
4458,and the charge number,interrogative
4459,charge number is,assertive
4460,and the travel advance number,interrogative
4461,i have two of them,assertive
4462,one for J which is,assertive
4463,i need H first,assertive
4464,H  first,interrogative
4465,and J G's is,assertive
4466,i don't need his yet,assertive
4467,i can only do one th... one profile at a time,assertive
4468,we do a generic profile,assertive
4469,and i have to implement all this first,assertive
4470,then i can go into another area and do the other person,assertive
4472,will you be using this information to start a a profile for H F,interrogative
4473,the only way we'll start a permanent profile,imperative
4474,a form has to be filled out and completed by him and signed,assertive
4475,and that'll come back to us,assertive
4476,and then it's put in the computer,assertive
4477,would you like to send it to me at E,interrogative
4478,they have'em at the travel office,assertive
4479,the forms,assertive
4480,because everything on this,assertive
4481,once he departs,assertive
4482,will completely leave our computer,assertive
4483,and your ex... extension at WWW,interrogative
4484,we have a profile for G,assertive
4486,let me get his profile for J G,assertive
4487,and the same charge number for him,interrogative
4488,his travel advance is,interrogative
4489,and they're travelling to what city,interrogative
4490,i'm sorry,interrogative
4491,what city are they travelling to,interrogative
4492,to LA,assertive
4493,on what date,interrogative
4494,on Tuesday,assertive
4496,on Monday the 10th,assertive
4497,is that from San Francisco or San Jose,interrogative
4498,i don't know that there is anything available,assertive
4499,the ideal would be from uh San Jose to uh Long Beach,assertive
4500,but i have a feeling that fli... a flight won't be available direct,assertive
4501,a... a... and this is for the morning,interrogative
4502,there's a United at 8:55,assertive
4503,arriving Long Beach at 10:20,assertive
4504,too too late,assertive
4505,it'd have to be at 7 o'clock,assertive
4506,that would be San Francisco,assertive
4507,or 7:30 at the latest,assertive
4508,if it can't be San J...,assertive
4509,can it be San Francisco Long Beach,interrogative
4510,it can't either,assertive
4511,they,assertive
4512,the service out of San Francisco is 8:45,assertive
4513,is the first flight out,assertive
4514,SFO to LAX then,imperative
4515,i can get them San Jose LAX at 7,assertive
4516,is is San Jose closer to them er,interrogative
4517,or should we just do San Francisco,interrogative
4518,that's hard to say,assertive
4519,maybe SFO's fine,assertive
4520,i have a feeling we're in Menlo Park,assertive
4522,and i think they each live fairly close to here,assertive
4523,so probably SFO is better actually,assertive
4524,there is a United US Air or American at 7,assertive
4525,i think we had better price rates on the US Air didn't we,interrogative
4526,or was it,interrogative
4527,pardon me,interrogative
4528,are the rates better on the US Air,interrogative
4529,they're going to be exactly the same,assertive
4530,i'm going to offer you what the lowest fare is,imperative
4531,it's not going to be on either of those carriers,assertive
4533,the lowest airfare would be on Pan Am at 6 a m,assertive
4534,arriving 7:29,assertive
4535,their airfare is 59 dollars,assertive
4536,everyone else is 95 dollars,assertive
4537,departing at 6 a m huh,interrogative
4538,6  a m,assertive
4539,that's  that's a little cruel,assertive
4541,that's a little cruel,assertive
4542,they they have to be in LA at 9:30 and so,assertive
4543,i think we'll stick with US Air number i think 2 9 0 8,imperative
4544,it goes down,assertive
4545,do you want to do,interrogative
4546,does it matter to them,interrogative
4549,carrier,assertive
4550,can we put them on American,interrogative
4551,why,interrogative
4552,only because we're having a lot of seat problems,assertive
4553,i... if i'm going to try and get them seats together,imperative
4554,we're having a lot of problems on the US Air seat maps,assertive
4555,so i i'm probably not going to be able to,imperative
4556,i don't know if i can get them together,assertive
4557,because we we request through our computer specific seats,assertive
4558,but we're not always getting them,assertive
4559,but either United or American level,assertive
4560,whatever we request pretty much we get,assertive
4562,i i'll just you know book the US Air,imperative
4563,but the...,assertive
4564,i don't think i'll get to seat them together on that,imperative
4565,i don't know if they care if they sit together,assertive
4567,i feel like flipping a coin now,assertive
4568,it's real frustrating,assertive
4569,he was,assertive
4570,i was,assertive
4572,the US Air flight was recommended by the manager,assertive
4573,i don't know if that makes  any difference,assertive
4574,he travels a lot,assertive
4575,he may of said it because of some preference,assertive
4576,i think they give really good service,assertive
4577,it's just that,assertive
4579,they give really good service,assertive
4580,US Air,interrogative
4581,let's go ahead and stick with it,assertive
4582,i hate their seat maps,assertive
4583,they're just,assertive
4584,they have seats that we you know we can't book the the way you look,assertive
4585,when you look at your map,assertive
4586,you have no idea what they are,assertive
4588,so when you request them,assertive
4589,you don't get responses at all on them for  days,interrogative
4590,we won't know if it's,assertive
4591,how about non-smoking and window aisle and all that stuff,interrogative
4592,i'm i'm going to do that,imperative
4593,but i just,assertive
4594,what i have to do is like a generic request instead of asking for specific seats,assertive
4595,i can see what seats are available,assertive
4596,but then they don't tell us which ones we can't,assertive
4597,some of them are blo... blacked out for restrictions or like  or whatever,assertive
4598,and we can't really tell on those,assertive
4599,on their seats maps are really,assertive
4600,i know that they said it's a real problem for themselves even their own agents trying to do their own seat assignments,assertive
4601,let me just see here,assertive
4602,that's US Air 2 9 0 8,assertive
4603,departing at,interrogative
4604,7 a m on the 10th,interrogative
4605,arriving 8:20,assertive
4606,and the return would be i believe US Air 2 7 7 7,assertive
4607,departing at 9 o'clock p m,assertive
4608,what d...,imperative
4609,is that on the same day,interrogative
4611,you said 7 p m,interrogative
4612,that'd be US Air 2 5 1 4 on the on the 10th,assertive
4614,they've changed their flight number,assertive
4617,th... that's wrong,assertive
4618,my computer here,assertive
4619,it's acting very strange,assertive
4620,that's US Air 2 7 7 7 on the 10th,assertive
4621,departing Los Angeles 7 p m,assertive
4622,arriving San Francisco 8:20 p m,assertive
4623,are we booking,interrogative
4624,can i put you on hold for a moment,interrogative
4626,did we,interrogative
4627,are we booking a car,interrogative
4628,B,interrogative
4629,under which name,interrogative
4630,G,assertive
4631,and do you know what size he uh what his profile,interrogative
4632,if his profile says  midsized car,assertive
4633,it's what's in his profile,assertive
4634,should we do that,interrogative
4635,mi... uh midsized,assertive
4636,that's on the profile,imperative
4637,from what these travellers are telling me,assertive
4638,there's only like a dollar difference between compact and midsized,assertive
4640,so i guess that's why they they  of them have changed their profiles,assertive
4641,the airfare again like i said is um 198 total,assertive
4642,that's 99 a person,assertive
4644,99 a person,assertive
4645,it's 1 98 each way on the airline,assertive
4647,1 98 per person,assertive
4649,and i guess,assertive
4651,i gotta offer what the lowest fares are,assertive
4652,so i have to see what the lowest fares returning are too,assertive
4653,the lowest airfare being declined is 59 each way on Pan Am,assertive
4654,but leaving at 6 in the morning and,assertive
4655,and coming back when,interrogative
4656,coming back they have a 6 p m,assertive
4657,arriving 7:30,assertive
4658,which again is too early,assertive
4659,too bad they didn't just schedule it an hour different,assertive
4660,maybe that's why it's so cheap,assertive
4661,we just have,assertive
4663,we just have to offer it and notate that it was declined,assertive
4664,1 18 will be what's declined,assertive
4665,1 99 is what's being paid,assertive
4666,and the other passenger wants what kind of seating,interrogative
4668,H F,imperative
4669,a profile,assertive
4670,he would like a non-smoking window,assertive
4671,and these tickets will be sent over today,assertive
4672,is there anything else,interrogative
4673,i need u... wh...,assertive
4674,we've gotten the car in uh in at LAX from wh... wh... what rental agency,interrogative
4675,that's Hertz,assertive
4676,Hertz midsized,assertive
4677,Hertz midsized in J's name,assertive
4678,and um i need one more thing,assertive
4679,H F does not drive and needs uh some kind of arrangement from his home to the airport,assertive
4680,i believe there's a limo that goes directly by WWW,assertive
4681,and he's only about a block from there,assertive
4682,from here,assertive
4683,there's there's the WWW,assertive
4684,the um Airport Connection has a 13 dollar,assertive
4685,it's 13 dollars,assertive
4686,and they have a pickup right at WWW,assertive
4687,if he takes a limousine,assertive
4688,it's 29 each way,assertive
4689,to take a limousine,assertive
4690,does he want the Airport Connection that just picks up right at WWW,interrogative
4691,i think i'll go ahead and commit him to that,imperative
4692,i don't think he wanted to to spend 29 each way to be committed to it,assertive
4693,but do you know this area,interrogative
4694,or are you not in on this site,interrogative
4695,i'm not there,assertive
4696,but um   i just wasn't sure how far away this is or how he gets to work in the morning,assertive
4697,if he walks or what,assertive
4698,how far,interrogative
4699,where's he at,interrogative
4700,i'm just wondering how far he really is from c... from our site,imperative
4701,i know where you're at,assertive
4702,but w...,assertive
4703,do you know where he's at,interrogative
4704,he's at the  block of,assertive
4705,i know where 's at,assertive
4707,i'm trying to think,imperative
4708,runs right up to,assertive
4709,he's in Palo Alto,assertive
4710,Menlo Park,assertive
4712,i didn't know that,assertive
4713,went down to Menlo Park,interrogative
4714,i think he really is pretty close,assertive
4715,but uh i am committing him to making it into WWW by like 6 in the morning or something,assertive
4716,what time is the pickup,interrogative
4717,they are 10 minutes to the hour,assertive
4718,so it would have to be 6:50,assertive
4719,it can't be 6:50,assertive
4720,it'd have to be like 5:50,assertive
4721,they might have a six,assertive
4722,6:15 i think,assertive
4723,they have like a 6:15,assertive
4724,that would get him there like a quarter to 7,assertive
4725,but i don't know if that's like going to be enough time to check in,assertive
4726,he won't have any luggage,assertive
4727,a quarter to 7 is a little close,assertive
4728,and i'll put him on the best one we can,imperative
4730,and see exactly what their times are,assertive
4731,that may not be appropriate,assertive
4732,i don't want him to both have to walk all walk over to WWW and   um you know be here,assertive
4733,if the timing works for that,assertive
4734,then i think that'd be appropriate,assertive
4735,otherwise i think we should get the limo,assertive
4736,you mean at 6:15,interrogative
4737,if they have one at 6:15,assertive
4738,he'll take that one,assertive
4740,the... they're not going to be at 6:30,assertive
4741,cos it takes them about a half hour to get to the airport,assertive
4742,he wouldn't make his flight,assertive
4744,it's probably,assertive
4745,i think it's like 10 to si... 10 to 6 or then,assertive
4746,i think they then have another one at,assertive
4747,i'm not sure if they're just 10 minutes to the hour,imperative
4748,it would be 10 to 6 and that  would,assertive
4749,it's kind of tough to decide what would work,assertive
4750,cos i'm not a traveller,assertive
4752,there   are so many things i don't know about this,assertive
4753,but um what time do you think he should arrive at the airport if he has no luggage and wants to get on the 7 o'clock flight,interrogative
4754,if he he he should at least arrive 20 minutes before the flight,assertive
4756,they can sell his seat to someone else,assertive
4758,so that's the problem,assertive
4759,so he should he should be leaving here at 6 o'clock then it seems like,assertive
4761,he he would get there about 6:30 right,imperative
4762,they leave,assertive
4763,10 to 6,interrogative
4764,if he's disembarking from the van at at 6:30,assertive
4765,then he's   finding his way to the check out window etcetera,assertive
4766,probably 20 till,assertive
4767,so  e... even  the limousine,assertive
4768,if he takes the limousine,assertive
4769,a shared ride limousine for 29 dollars,assertive
4770,they're going to pick him up an hour and a half prior to departure,assertive
4771,cos he's not going to be the only person in that limousine,assertive
4772,the... they're going to go around and make pick ups,assertive
4773,and then they're they're probably going to say 5:30 they're going to pick him up,assertive
4774,if it if it if it comes,assertive
4775,if there is one,assertive
4776,you are you saying there definitely is one at 10 to 6,interrogative
4777,there is one definitly 10 to 6,assertive
4778,i'm not certain whether they have them like after 10 minutes after the hour,assertive
4779,i know they have them 10 minutes to the hour,assertive
4780,i think the 10 to 6 would be the most appropriate one,assertive
4781,and does he,interrogative
4782,is that round trip or just the one way,interrogative
4783,that is round trip,assertive
4784,i i'll go ahead and book that,imperative
4785,then that'll also be printed on his itinerary,assertive
4786,his pick up time,assertive
4787,and how about exact location of pickup,interrogative
4788,where does he need to be,interrogative
4789,i think building A,assertive
4790,let me find out  ok,interrogative
4791,it's building A is where they pick up,assertive
4792,at the front steps,interrogative
4793,and what's the name of the company,interrogative
4794,it's Airport Connection,assertive
4795,Airport Connection,interrogative
4801,is this going to be business or personal,interrogative
4802,this is business,assertive
4803,and uh,assertive
4804,and what date did you want to leave,interrogative
4805,i'm going to be leaving May 1st,imperative
4806,from San Jose or San Francisco,imperative
4807,it looks like San Jose,assertive
4808,tell you what i what i need,assertive
4809,i have an appointment Monday afternoon at San Bernadino,assertive
4810,and uh i have appointments on Tuesday um in the City Commerce and in the Santa Ana areas,assertive
4811,it looks like probably the best connections are to go out to Ontario and to come back by way of Orange County,assertive
4813,if you split that up,assertive
4814,whether that's gonna,imperative
4815,it won't,assertive
4816,it really won't affect the cost,assertive
4817,except that if we issue the ticket today,assertive
4818,we can get you a seven day advance purchase  fare,assertive
4819,that's gonna be two fifty eight round trip instead of two ninety  six,assertive
4820,but uh otherwise,assertive
4821,un... unless you're staying over a Saturday night,interrogative
4822,unfortunately no,assertive
4824,and what time do you need to be in San Bernadino by,interrogative
4825,i need to uh,assertive
4826,my appointment is at 2 o'clock,assertive
4827,it looks like i,assertive
4828,i just looked at the airline guide,assertive
4829,it looks like there are two American Airlines flights out of San Jose,assertive
4831,one's at 9:50,assertive
4832,gets in around 11:02,assertive
4833,and the other 9:25,assertive
4834,it gets in at ten thirty,assertive
4835,that's on Alaska,assertive
4836,is that Alaska,interrogative
4838,both of them,imperative
4839,American is the 9:50 flight,assertive
4840,9:50 is American,assertive
4841,are there price differences depending on,interrogative
4842,it would be the same airfare,assertive
4843,it's just up to you which time would be better or if you have a preference  to airlines,assertive
4844,they're both in  the middle of the morning,assertive
4845,equally non-productive,assertive
4846,it shouldn't be ba... too bad traffic-wise,assertive
4847,i guess Alaska has a snack on it and American doesn't,assertive
4848,would you rather fly on the Alaska flight,interrogative
4849,p... p... put me on the American,assertive
4850,that's a little later,assertive
4851,that's the 9:50 you say,imperative
4852,put me on the American flight,assertive
4853,that's flight 14 13,assertive
4854,and it leaves San Jose 9:50 a m  and arrives Ontario 11:02,assertive
4855,11:02,assertive
4856,and then what date would you be returning,interrogative
4857,be returning on the 2nd,assertive
4858,at what time,interrogative
4859,and uh my last appointment is again 2 o'clock in the afternoon,assertive
4860,i would imagine we could depart around 5,assertive
4861,5 or 6,assertive
4862,and you wanted to leave from Orange County correct,imperative
4863,i think so,assertive
4864,the appointment's going to be right near Orange County,assertive
4865,American has a 5 p m flight,assertive
4866,that sounds,assertive
4867,or they have a 6 p m,assertive
4868,the 14 96 is the 5 right,interrogative
4869,i'd almost i'd almost say uh the 5 ought to be able to do it,assertive
4871,let me just go ahead and price this and double check,assertive
4872,but yeah,assertive
4873,you would be eligible for the 2 58 fare,assertive
4874,but the ticket would need to be issued today,assertive
4875,if you want to change that return,assertive
4876,you'd have to give me a call by this afternoon,assertive
4877,or unless you wanted to go with the fare that had no penalty,assertive
4878,which would be 2 96,assertive
4879,in other words,assertive
4880,if i change the return,assertive
4881,then i'm,assertive
4882,you need to do so by by  this afternoon,assertive
4883,it's not something  that i could,assertive
4884,if i if i changed en route er while i was there,assertive
4885,that would be a penalty,interrogative
4886,yo... yeah,assertive
4887,then it would be a 25 percent penalty,assertive
4888,i i suspect that uh i suspect the uh 5 o'clock is ok,assertive
4889,but maybe to be on the safe side,assertive
4890,we better do the 6,assertive
4891,if we wind up having a productive meeting,assertive
4892,i'd hate to have to push it short for 25 percent penalty included,assertive
4893,tha... that's true,assertive
4894,i can confirm you on the 6 o'clock flight,assertive
4895,which is flight 3 6 2,assertive
4896,do you want to go ahead with the 6 p m departure then,interrogative
4898,and we want to go ahead with the 258 dollar fare that  has the 25,imperative
4899,if that's the best  we can do,assertive
4901,just for curiosity,assertive
4902,if you stayed over Saturday,imperative
4903,what are the rates,interrogative
4904,we could get it down to a 124 dollars round trip,assertive
4905,round trip,assertive
4906,efforts,assertive
4907,but that w... but that would be completely non-refundable,assertive
4908,no no changes,interrogative
4909,no changes on a a,assertive
4910,if if worst,assertive
4911,the only thing is that i do need to have the um charge number and the travel advance before we can issue  the ticket today,assertive
4913,thank you so much,assertive
4918,this is C with American Express,assertive
4920,i called to make arrangements for a trip to Vancouver,assertive
4921,leaving on August 9th and returning on August 10th,assertive
4922,from SFO,assertive
4923,this is a new reservation here,interrogative
4924,it's a new reservation,assertive
4926,not,assertive
4928,i was a little confused there,assertive
4929,and do you have a charge number at this time,interrogative
4930,going up to Vancouver,assertive
4931,you said on the 8th of August,interrogative
4932,on the 9th,assertive
4934,Wednesday the 9th,assertive
4935,back Thursday the 10th,assertive
4936,and this is from San Francisco,interrogative
4937,and about what time did you want to leave,interrogative
4938,what's your first 1 or 2 morning flights on the 9th,interrogative
4939,there's a Delta non-stop at 7:40 a m,assertive
4940,that gets in at 9:40,assertive
4941,the next non-stop is going to be,assertive
4942,the next non-stop is sold out,assertive
4943,probably United,assertive
4944,the one second Canadian Air,assertive
4947,at 11:10 is would stop down,assertive
4948,n... n... that's too late,assertive
4949,that Delta flight looks the best,assertive
4950,that's Delta flight,assertive
4951,what and when again,interrogative
4952,Delta flight1 4 0 9 on the 9th of August,assertive
4953,out of San Francisco at 7:40,assertive
4954,and into uh Vancouver at uh 9:40,assertive
4955,and then continuing or returning on what date,interrogative
4956,returning the 10th,assertive
4958,let's get uh two options in here,assertive
4959,one will be coming back uh direct,assertive
4960,say leaving around uh 5 p m or so,assertive
4961,and the other option will be leaving a little earlier,assertive
4962,stopping over in Seattle for a few hours,assertive
4963,and then coming back down,assertive
4964,let's just go the direct return leaving around 5 p m,assertive
4965,the 2 no-stops are on Canadian Airlines,assertive
4966,they are at 1:40 p m and 8 p m,assertive
4967,nothing in between there,assertive
4968,that's it,interrogative
4969,what about a a change of planes or a quick stop-over,interrogative
4970,or one stop maybe in either Portland or Seattle and continuing on down,interrogative
4971,connecting through Seattle,assertive
4972,there'd be a 4:40 departure uh on Alaskan Air,assertive
4973,it connects up with a United flight at 6:30,assertive
4974,how long do you want would you prefer in uh uh Seattle,interrogative
4975,if i stop over Seattle,assertive
4976,i'll want a few hours,imperative
4977,so what i'll want to do is um probably not leave Seattle until about 8:30 or so,imperative
4978,would you still you would still want to leave around the 4 o'clock 5 o'clock hour,interrogative
4979,that's one,assertive
4980,the other thing is,assertive
4981,i'll look at uh moving that up a bit   to say 4 o'clock 3:30,interrogative
4982,second,assertive
4983,but for the moment,assertive
4984,let's just consider that 4:30 Alaska,assertive
4985,and that then you're saying connects with a 6:30 United,interrogative
4986,there's a 4:38 on United,assertive
4987,there's um a like,assertive
4988,i could get you on a 4:38 United out of Vancouver,assertive
4989,it's into Seattle at 5:25,assertive
4990,i see a 7:45 p m departure on United,assertive
4991,let me see if there's something later here,assertive
4992,looks like we might need to get you something earlier if you want that kind of time in Seattle,assertive
4993,7:50 is the last flight out,assertive
4994,7:50 is the last anybody has out of   Seattle,interrogative
4997,i thought i'd been there later than that,assertive
4998,not even a one-stop or a non-stop,interrogative
4999,let me get you on a on a one-stop here,assertive
5000,even a one-stop that's that's showing to be the last flight out,assertive
5002,back to the airport by 7:15,assertive
5003,you said at the moment you've got a a 4:38 United out of Vancouver 5:25 into Seattle,interrogative
5004,and i guess a couple of United connections,assertive
5005,but the latest is 7:45,interrogative
5007,and that get... get's back in the bay area at what time,interrogative
5008,at 9:34,assertive
5009,9:34,assertive
5010,if i took,assertive
5011,what would be the normal direct connection from that 4:38,interrogative
5012,the normal connection would be a 5:55 departure,assertive
5013,getting you back in at 7:48,assertive
5014,7:48,assertive
5015,why don't you go ahead and ticket me on that  for the return,interrogative
5016,i'll take that 4:38 United 5 2 5,imperative
5017,and then departing again 5:55,assertive
5018,we've got you then on United flight 1 1 5  7 on the 10th of August,assertive
5019,out of,assertive
5020,i grabbed the wrong flight,assertive
5021,that's United,assertive
5022,1 0 4 1,assertive
5023,1 0 4 1 out of Vancouver,assertive
5024,at 4:38,assertive
5025,into Seattle at 5:25,assertive
5026,connecting to United  1 1 3 7,assertive
5027,1 1 3 7,assertive
5028,leaving Seattle at 5:55,assertive
5029,and getting into San Francisco at 7:48,assertive
5030,and informational purposes,assertive
5031,the last United flight and almost one of the last direct flights is 7:45,assertive
5032,and what is that flight number,interrogative
5033,that flight number is United flight 1 0 8 9,assertive
5034,1 0 8 9,assertive
5035,i'm up on Delta as a non-stop at 7:40,imperative
5036,and i'm back on United at uh 4:38 the next day,assertive
5037,the fare on this is 376 70,assertive
5038,376 70,assertive
5039,is there any,interrogative
5040,no restrictions on it,assertive
5041,no restrictions,assertive
5042,none,assertive
5043,and i do need to advise you,assertive
5044,you do need to bring proof of U... United States citizenship,assertive
5046,and what about a car or hotel up there,interrogative
5047,thank you then,assertive
5051,A at American Express,assertive
5053,this is B B,assertive
5054,i need to make some travel arrangements,assertive
5056,on June 6th from San Jose to Denver United,assertive
5057,leaving at what time,interrogative
5058,i believe there's one leaving at 11 o'clock in the morning,assertive
5059,that's United flight 4 7 0,assertive
5060,leaves at 11 a m,assertive
5061,and arrives Denver at 2:20 p m out of San Jose,assertive
5062,that's the one,assertive
5063,and a return,interrogative
5064,return June 7th,assertive
5066,i believe there's one at 5:16,assertive
5067,that's United flight 6 5 0 9,assertive
5068,it arrives back into San Jose at 6:42,assertive
5069,let me just see what sort of fare i can get you on this,assertive
5070,the best fare i can get you on this would be 568 round trip,assertive
5071,that does have a 25 percent change cancellation penalty on it,assertive
5072,and we'd have to ticket it by Tuesday,assertive
5077,i'd like to make a travel arrangement please,imperative
5078,and what's the name of the last the last name of the passenger,interrogative
5080,and a first name,interrogative
5082,i have to get a travel advance,assertive
5083,can i give you a call right back,interrogative
5084,and which day would Mr B like to travel,interrogative
5085,he's departing on June 14th,assertive
5086,going from San Jose to Burbank,assertive
5087,leaving at 6:40 p m,assertive
5088,and returning on which day,interrogative
5089,June 16th,assertive
5090,and at what time,interrogative
5091,leaving 4:15 pm from Burbank,assertive
5092,we have him on US Air flight 2 6 5 0 on the 14th of June,assertive
5093,out of San Jose at 6:40 p m and into Burbank at 7:42 p m,assertive
5094,he's returning on the 16 of June on US Air flight 2 6 6 5,assertive
5095,leaving Burbank at 4:15 p m and getting back into San Jose at 5:20 p m,assertive
5096,and the fare on this is a 198 dollars,assertive
5097,i think we'd like to pay just with the full fare,imperative
5098,because he could change his mind,assertive
5099,this is full fare,assertive
5100,there is no penalties or anything,assertive
5101,you'll have it on Monday,assertive
5110,i'd like to make a reserv... some reservations please,imperative
5111,and what's the passenger's last name,interrogative
5112,and we need to do the same thing we've done once or twice before,assertive
5113,and it's gonna be for May 11 if you're at that point yet,assertive
5114,May 11th you said,interrogative
5115,San Francisco to,imperative
5116,not that easy,assertive
5117,i...,assertive
5118,but this is his route,assertive
5119,he wants to take a Piedmont flight that leaves Phoenix aimed for Baltimore at 10:30 in the morning,assertive
5120,and then he wants to connect with another Piedmont flight from Baltimore to New York,assertive
5121,and then a Saudia flight to Riyadh,assertive
5122,i show a a Piedmont flight f... at 9:25 a m,assertive
5123,i don't show a 10:30 one,assertive
5124,is that from Phoenix to Baltimore,interrogative
5125,let's do that,assertive
5126,and what day from um,interrogative
5127,all consecutive,assertive
5128,or back-to-back as best as possible,assertive
5129,Baltimore to Ji... to JFK,imperative
5130,wherever Saudia flies out of to Riyadh,assertive
5131,he just thinks that Baltimore is the most efficient route to get to JFK from Phoenix,assertive
5132,and we're looking for economy,assertive
5133,not business or first,assertive
5134,you're looking for uh Saudi Arabian a... Airlines,imperative
5135,using Saudi on the 11th or,assertive
5136,i guess it'd probably at the night of the 11th,assertive
